"DATE","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","PERSONS.INJURED","PERSONS.KILLED","VEHICLE.1.TYPE","VEHICLE.2.TYPE","VEHICLE.1.FACTOR","VEHICLE.2.FACTOR","VEHICLE.3.FACTOR","VEHICLE.4.FACTOR","VEHICLE.5.FACTOR","day","month","hour","Classify"
2015-03-18,"BROOKLYN",11207,40.6569792,-73.8894182,0,0,"PASSENGER VEHICLE","BUS","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"MANHATTAN",10029,40.7861742,-73.945696,0,0,"OTHER","","TURNING IMPROPERLY","TURNING IMPROPERLY","","","","Wed","Mar",10,"SAFE"
2015-03-18,"QUEENS",11435,40.6933461,-73.802267,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"BROOKLYN",11207,40.6806649,-73.9026216,0,0,"AMBULANCE","SMALL COM VEH(4 TIRES)","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"BROOKLYN",11225,40.6682244,-73.9534376,1,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Wed","Mar",10,"INJURED"
2015-03-18,"STATEN ISLAND",10301,40.6466639,-74.0889325,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"MANHATTAN",10016,40.750218,-73.979056,0,0,"PICK-UP TRUCK","VAN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"BROOKLYN",11215,40.6783447,-73.9854275,0,0,"PICK-UP TRUCK","PICK-UP TRUCK","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","UNSPECIFIED","","","Wed","Mar",10,"SAFE"
2015-03-18,"MANHATTAN",10002,40.7113459,-73.9967789,0,0,"PASSENGER VEHICLE","UNKNOWN","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"QUEENS",11368,40.7491932,-73.869184,0,0,"SPORT UTILITY/STATION WAGON","VAN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"QUEENS",11412,40.7036132,-73.7495577,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"BRONX",10465,40.8210655,-73.837884,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"QUEENS",11414,40.6608493,-73.8402918,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"BROOKLYN",11236,40.6420041,-73.8988296,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",10,"SAFE"
2015-03-18,"BROOKLYN",11211,40.7140668,-73.9516237,0,0,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)","UNSPECIFIED","","","","","Wed","Mar",11,"SAFE"
2015-03-18,"BROOKLYN",11214,40.608595,-74.0048548,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","","Wed","Mar",11,"SAFE"
2015-03-18,"MANHATTAN",10027,40.8076047,-73.9510608,0,0,"LARGE COM VEH(6 OR MORE TIRES)","","PASSENGER DISTRACTION","","","","","Wed","Mar",11,"SAFE"
2015-03-18,"QUEENS",11101,40.740493,-73.9296675,0,0,"BUS","","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"QUEENS",11435,40.7111376,-73.8103553,1,0,"PASSENGER VEHICLE","","DRIVER INATTENTION/DISTRACTION","","","","","Wed","Mar",11,"INJURED"
2015-03-18,"MANHATTAN",10001,40.7514055,-74.0051756,0,0,"VAN","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","OTHER VEHICULAR","","","","Wed","Mar",11,"SAFE"
2015-03-18,"MANHATTAN",10016,40.7521974,-73.9818237,0,0,"SPORT UTILITY/STATION WAGON","VAN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"MANHATTAN",10022,40.7564521,-73.9703154,0,0,"VAN","TAXI","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"MANHATTAN",10001,40.7521904,-73.9934636,0,0,"VAN","UNKNOWN","OTHER VEHICULAR","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"MANHATTAN",10033,40.8499209,-73.9314712,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"QUEENS",11373,40.7456982,-73.8864162,1,0,"SPORT UTILITY/STATION WAGON","","DRIVER INATTENTION/DISTRACTION","","","","","Wed","Mar",11,"INJURED"
2015-03-18,"MANHATTAN",10012,40.728034,-74.0021503,0,0,"SMALL COM VEH(4 TIRES)","VAN","OVERSIZED VEHICLE","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"QUEENS",11433,40.6952365,-73.7821099,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Wed","Mar",11,"SAFE"
2015-03-18,"BROOKLYN",11207,40.6585778,-73.8906229,0,0,"SPORT UTILITY/STATION WAGON","OTHER","PRESCRIPTION MEDICATION","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"BROOKLYN",11218,40.6334876,-73.9745818,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"MANHATTAN",10012,40.7223002,-73.9971211,0,0,"PASSENGER VEHICLE","FIRE TRUCK","OVERSIZED VEHICLE","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"BRONX",10463,40.8843695,-73.901043,0,0,"OTHER","","DRIVER INATTENTION/DISTRACTION","","","","","Wed","Mar",11,"SAFE"
2015-03-18,"QUEENS",11413,40.6646198,-73.7529121,0,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Wed","Mar",11,"SAFE"
2015-03-18,"QUEENS",11377,40.7408961,-73.8996069,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",11,"SAFE"
2015-03-18,"BROOKLYN",11236,40.6417288,-73.9076365,1,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",12,"INJURED"
2015-03-18,"MANHATTAN",10018,40.7546882,-73.9953547,0,0,"SMALL COM VEH(4 TIRES)","SMALL COM VEH(4 TIRES)","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"MANHATTAN",10034,40.8672853,-73.9168393,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11223,40.5959849,-73.9626341,0,0,"SPORT UTILITY/STATION WAGON","OTHER","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"QUEENS",11691,40.5932903,-73.779706,0,0,"AMBULANCE","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11224,40.5789366,-73.9852115,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11221,40.6920346,-73.9456428,0,0,"OTHER","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11210,40.6267726,-73.946874,0,0,"PICK-UP TRUCK","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11234,40.609253,-73.9233698,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"MANHATTAN",10019,40.7604196,-73.9758293,0,0,"VAN","SPORT UTILITY/STATION WAGON","FATIGUED/DROWSY","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11213,40.6720783,-73.941946,1,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Wed","Mar",12,"INJURED"
2015-03-18,"QUEENS",11417,40.6807,-73.8446429,0,0,"PASSENGER VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"MANHATTAN",10001,40.7520589,-74.0009817,0,0,"TAXI","PASSENGER VEHICLE","LOST CONSCIOUSNESS","PRESCRIPTION MEDICATION","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BRONX",10455,40.8192235,-73.9106129,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BRONX",10451,40.8137456,-73.9313928,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11201,40.697281,-73.9870389,0,0,"VAN","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11215,40.6703473,-73.9974153,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","OUTSIDE CAR DISTRACTION","OUTSIDE CAR DISTRACTION","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BROOKLYN",11212,40.6682722,-73.9026252,0,0,"SPORT UTILITY/STATION WAGON","BUS","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"MANHATTAN",10030,40.8240317,-73.9447582,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Wed","Mar",12,"SAFE"
2015-03-18,"QUEENS",11413,40.666396,-73.7517593,3,0,"SPORT UTILITY/STATION WAGON","PICK-UP TRUCK","FATIGUED/DROWSY","UNSPECIFIED","","","","Wed","Mar",12,"INJURED"
2015-03-18,"QUEENS",11354,40.7756465,-73.8444539,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",12,"SAFE"
2015-03-18,"BRONX",10459,40.8267939,-73.891911,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"BROOKLYN",11205,40.6944713,-73.9570868,0,0,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"MANHATTAN",10011,40.7373607,-73.996839,0,0,"VAN","PASSENGER VEHICLE","BACKING UNSAFELY","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"QUEENS",11358,40.7578472,-73.7894275,0,0,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)","FATIGUED/DROWSY","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"BROOKLYN",11203,40.6502277,-73.9282635,1,0,"UNKNOWN","","UNSPECIFIED","","","","","Wed","Mar",13,"INJURED"
2015-03-18,"QUEENS",11101,40.7376416,-73.9350111,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","","","","","Wed","Mar",13,"SAFE"
2015-03-18,"QUEENS",11101,40.7376416,-73.9350111,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","UNSPECIFIED","","","","","Wed","Mar",13,"SAFE"
2015-03-18,"BRONX",10461,40.8452801,-73.8345251,2,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",13,"INJURED"
2015-03-18,"MANHATTAN",10011,40.7434239,-73.9998484,0,0,"PASSENGER VEHICLE","VAN","TURNING IMPROPERLY","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"MANHATTAN",10075,40.773642,-73.9598555,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"MANHATTAN",10022,40.759308,-73.9652931,0,0,"VAN","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","TURNING IMPROPERLY","","","","Wed","Mar",13,"SAFE"
2015-03-18,"QUEENS",11373,40.7334973,-73.8703694,0,0,"SMALL COM VEH(4 TIRES)","PASSENGER VEHICLE","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"BRONX",10475,40.8695146,-73.8261813,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",13,"SAFE"
2015-03-18,"QUEENS",11435,40.6996358,-73.8031175,0,0,"SPORT UTILITY/STATION WAGON","","UNSPECIFIED","","","","","Wed","Mar",13,"SAFE"
2015-03-18,"BROOKLYN",11207,40.6785583,-73.8890074,0,0,"PASSENGER VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BROOKLYN",11220,40.6471319,-74.0046234,0,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BROOKLYN",11234,40.6341296,-73.9285006,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BROOKLYN",11236,40.6502446,-73.9027344,0,0,"OTHER","OTHER","OVERSIZED VEHICLE","PRESCRIPTION MEDICATION","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10003,40.7333038,-73.9933211,0,0,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"QUEENS",11358,40.7627943,-73.7961081,1,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Wed","Mar",14,"INJURED"
2015-03-18,"MANHATTAN",10030,40.8165011,-73.9465455,1,0,"SPORT UTILITY/STATION WAGON","","UNSPECIFIED","","","","","Wed","Mar",14,"INJURED"
2015-03-18,"MANHATTAN",10010,40.7414715,-73.9854281,0,0,"PASSENGER VEHICLE","UNKNOWN","LOST CONSCIOUSNESS","","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10017,40.7500991,-73.9749344,0,0,"BUS","AMBULANCE","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BRONX",10475,40.8609401,-73.8225777,0,0,"PASSENGER VEHICLE","UNKNOWN","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Wed","Mar",14,"SAFE"
2015-03-18,"QUEENS",11358,40.7530712,-73.792377,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FATIGUED/DROWSY","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BRONX",10461,40.8449798,-73.8455423,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"QUEENS",11422,40.6652573,-73.7395512,0,0,"LIVERY VEHICLE","VAN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10031,40.8253323,-73.943814,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INEXPERIENCE","FAILURE TO YIELD RIGHT-OF-WAY","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10018,40.7571447,-73.9935606,0,0,"UNKNOWN","SPORT UTILITY/STATION WAGON","FATIGUED/DROWSY","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BRONX",10468,40.8617704,-73.8986725,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"QUEENS",11361,40.7587244,-73.7660559,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","UNSPECIFIED","","","Wed","Mar",14,"SAFE"
2015-03-18,"QUEENS",11373,40.7445487,-73.8737691,0,0,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)","DRIVER INATTENTION/DISTRACTION","OVERSIZED VEHICLE","","","","Wed","Mar",14,"SAFE"
2015-03-18,"QUEENS",11418,40.6989424,-73.8371676,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BROOKLYN",11223,40.5994241,-73.971912,1,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","UNSPECIFIED","","","","Wed","Mar",14,"INJURED"
2015-03-18,"QUEENS",11411,40.6966658,-73.7268981,1,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"INJURED"
2015-03-18,"QUEENS",11434,40.674746,-73.7636755,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10003,40.7379177,-73.9922237,0,0,"PASSENGER VEHICLE","BUS","ILLNESS","OVERSIZED VEHICLE","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10017,40.7500991,-73.9749344,0,0,"VAN","VAN","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10035,40.8043758,-73.9374202,0,0,"VAN","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10022,40.7629131,-73.9697999,0,0,"SMALL COM VEH(4 TIRES)","PASSENGER VEHICLE","FATIGUED/DROWSY","FATIGUED/DROWSY","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BRONX",10451,40.8148803,-73.9288555,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BROOKLYN",11239,40.6528929,-73.8667311,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","DRIVER INEXPERIENCE","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10016,40.7476845,-73.9787861,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",14,"SAFE"
2015-03-18,"BROOKLYN",11225,40.6637286,-73.9538481,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10128,40.784237,-73.9470697,0,0,"BUS","VAN","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",14,"SAFE"
2015-03-18,"MANHATTAN",10011,40.7440247,-74.0084591,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10020,40.7586447,-73.9813418,0,0,"PASSENGER VEHICLE","LARGE COM VEH(6 OR MORE TIRES)","TURNING IMPROPERLY","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10128,40.7794367,-73.9475068,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10009,40.7206733,-73.9782319,1,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Wed","Mar",15,"INJURED"
2015-03-18,"BROOKLYN",11222,40.7254356,-73.9517381,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","OUTSIDE CAR DISTRACTION","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10002,40.7234252,-73.9902736,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","DRIVER INEXPERIENCE","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10010,40.7367906,-73.9784973,0,0,"PASSENGER VEHICLE","UNKNOWN","FATIGUED/DROWSY","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10022,40.7616156,-73.9728508,0,0,"PASSENGER VEHICLE","LARGE COM VEH(6 OR MORE TIRES)","OTHER VEHICULAR","OTHER VEHICULAR","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10007,40.7132559,-74.009256,0,0,"PASSENGER VEHICLE","TAXI","BACKING UNSAFELY","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10032,40.8410766,-73.9397674,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"QUEENS",11101,40.7473346,-73.9550497,0,0,"SPORT UTILITY/STATION WAGON","TAXI","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10018,40.7535158,-73.9887858,1,0,"PASSENGER VEHICLE","","FAILURE TO YIELD RIGHT-OF-WAY","","","","","Wed","Mar",15,"INJURED"
2015-03-18,"BRONX",10452,40.8306815,-73.9242603,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","UNSPECIFIED","","","Wed","Mar",15,"SAFE"
2015-03-18,"BROOKLYN",11215,40.6783447,-73.9854275,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10001,40.7533873,-73.996304,0,0,"SPORT UTILITY/STATION WAGON","VAN","TURNING IMPROPERLY","DRIVER INATTENTION/DISTRACTION","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10021,40.766852,-73.9537478,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Wed","Mar",15,"SAFE"
2015-03-18,"QUEENS",11101,40.7543373,-73.9249535,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"BROOKLYN",11234,40.6283496,-73.9249546,2,0,"PASSENGER VEHICLE","BUS","TRAFFIC CONTROL DISREGARDED","UNSPECIFIED","","","","Wed","Mar",15,"INJURED"
2015-03-18,"STATEN ISLAND",10301,40.6180227,-74.1013501,0,0,"PASSENGER VEHICLE","VAN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"BRONX",10468,40.8627551,-73.9010787,2,0,"PICK-UP TRUCK","","UNSPECIFIED","","","","","Wed","Mar",15,"INJURED"
2015-03-18,"QUEENS",11428,40.7184964,-73.73531,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"MANHATTAN",10035,40.8036997,-73.9358171,0,0,"SPORT UTILITY/STATION WAGON","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"BROOKLYN",11215,40.674603,-73.9817763,0,0,"SMALL COM VEH(4 TIRES)","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","DRIVER INEXPERIENCE","","","","Wed","Mar",15,"SAFE"
2015-03-18,"QUEENS",11385,40.7018598,-73.8819106,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"QUEENS",11411,40.7017675,-73.7343377,2,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"INJURED"
2015-03-18,"BROOKLYN",11228,40.6060169,-74.0139121,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"BROOKLYN",11214,40.6038876,-74.0061726,1,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"INJURED"
2015-03-18,"QUEENS",11416,40.6873915,-73.8464626,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","","Wed","Mar",15,"SAFE"
2015-03-18,"QUEENS",11411,40.6911945,-73.7330744,3,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Wed","Mar",15,"INJURED"
2015-03-18,"QUEENS",11105,40.7779603,-73.9084658,1,0,"UNKNOWN","","UNSPECIFIED","","","","","Wed","Mar",15,"INJURED"
2015-03-18,"BRONX",10454,40.8100528,-73.9251435,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","","","","","Wed","Mar",15,"SAFE"
2015-03-18,"QUEENS",11422,40.6356423,-73.7401207,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",15,"SAFE"
2015-03-18,"BROOKLYN",11235,40.5864345,-73.9304418,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Wed","Mar",16,"SAFE"
2015-03-18,"QUEENS",11354,40.7665705,-73.8314427,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","UNSPECIFIED","","","Wed","Mar",16,"SAFE"
2015-03-18,"QUEENS",11373,40.7458347,-73.8802844,0,0,"SPORT UTILITY/STATION WAGON","BUS","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Wed","Mar",16,"SAFE"
